American Community Survey (ACS) Data Time Period,Borough,Borough Community District Code,Community District Name,Language,LEP Population (Estimate),% of LEP Population,CVALEP Population (Estimate),% of CVALEP Population
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Fulah,21.0,0.2,21.0,0.4
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Haitian,547.0,5.6,234.0,4.1
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Hindi,29.0,0.3,29.0,0.5
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Igbo,10.0,0.1,10.0,0.2
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Italian,25.0,0.3,25.0,0.4
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Jamaican Creole English,15.0,0.2,15.0,0.3
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Japanese,44.0,0.4,44.0,0.8
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Korean,9.0,0.1,0.0,0.0
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Manding languages,33.0,0.3,0.0,0.0
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Other English-based Creole languages,15.0,0.2,15.0,0.3
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Other Indo-Iranian languages,29.0,0.3,0.0,0.0
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Other Mande languages,87.0,0.9,0.0,0.0
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Other languages of Africa,76.0,0.8,43.0,0.8
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Portuguese,4.0,0.0,0.0,0.0
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Punjabi,90.0,0.9,59.0,1.0
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Russian,96.0,1.0,20.0,0.4
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Spanish,7412.0,75.3,4456.0,78.3
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Swedish,21.0,0.2,21.0,0.4
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Tibetan,18.0,0.2,9.0,0.2
2015-2019,Brooklyn,316,"Brownsville, Ocean Hill",Yoruba,65.0,0.7,27.0,0.5
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Akan (incl. Twi),101.0,1.0,14.0,0.3
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Arabic,273.0,2.8,93.0,1.9
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Bengali,62.0,0.6,55.0,1.1
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut","Chinese (incl. Mandarin, Cantonese)",161.0,1.6,126.0,2.6
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Dutch,8.0,0.1,8.0,0.2
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Filipino,15.0,0.2,15.0,0.3
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",French,694.0,7.1,415.0,8.6
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Fulah,62.0,0.6,29.0,0.6
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Greek,30.0,0.3,30.0,0.6
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Haitian,5059.0,51.7,2698.0,55.7
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Hebrew,8.0,0.1,8.0,0.2
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Italian,17.0,0.2,0.0,0.0
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Jamaican Creole English,20.0,0.2,20.0,0.4
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Japanese,50.0,0.5,42.0,0.9
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Kiowa-Tanoan languages (2016 or earlier),10.0,0.1,10.0,0.2
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Other English-based Creole languages,76.0,0.8,43.0,0.9
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Other languages of Africa,15.0,0.2,15.0,0.3
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Portuguese,27.0,0.3,0.0,0.0
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Russian,69.0,0.7,69.0,1.4
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Spanish,2682.0,27.4,1038.0,21.4
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Tagalog,12.0,0.1,12.0,0.2
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Telugu,6.0,0.1,6.0,0.1
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Urdu,27.0,0.3,17.0,0.4
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Yiddish,26.0,0.3,26.0,0.5
2015-2019,Brooklyn,317,"East Flatbush, Rugby, Farragut",Yoruba,275.0,2.8,51.0,1.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Akan (incl. Twi),103.0,0.5,45.0,0.3
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Albanian,46.0,0.2,18.0,0.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Arabic,798.0,3.6,386.0,2.6
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Bengali,219.0,1.0,157.0,1.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Burmese,61.0,0.3,61.0,0.4
2015-2019,Brooklyn,318,"Canarsie, Flatlands","Chinese (incl. Mandarin, Cantonese)",2307.0,10.3,1512.0,10.3
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Croatian,10.0,0.0,10.0,0.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Dutch,9.0,0.0,9.0,0.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Edoid languages,39.0,0.2,39.0,0.3
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Farsi,29.0,0.1,29.0,0.2
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Filipino,68.0,0.3,8.0,0.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",French,797.0,3.6,379.0,2.6
2015-2019,Brooklyn,318,"Canarsie, Flatlands",German,43.0,0.2,33.0,0.2
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Greek,136.0,0.6,70.0,0.5
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Haitian,8576.0,38.4,5643.0,38.5
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Hebrew,712.0,3.2,596.0,4.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Hindi,22.0,0.1,17.0,0.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Hungarian,62.0,0.3,62.0,0.4
2015-2019,Brooklyn,318,"Canarsie, Flatlands",India N.E.C.,4.0,0.0,0.0,0.0
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Italian,364.0,1.6,347.0,2.4
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Jamaican Creole English,77.0,0.3,77.0,0.5
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Korean,47.0,0.2,47.0,0.3
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Manding languages,19.0,0.1,0.0,0.0
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Marathi,13.0,0.1,13.0,0.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Other Afro-Asiatic languages,20.0,0.1,0.0,0.0
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Other English-based Creole languages,87.0,0.4,87.0,0.6
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Other Mande languages,40.0,0.2,0.0,0.0
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Other Niger-Congo languages,39.0,0.2,39.0,0.3
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Other and unspecified languages,22.0,0.1,22.0,0.2
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Other languages of Africa,17.0,0.1,17.0,0.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Other languages of Asia,94.0,0.4,30.0,0.2
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Pashto,18.0,0.1,18.0,0.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Polish,281.0,1.3,265.0,1.8
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Portuguese,22.0,0.1,10.0,0.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Punjabi,91.0,0.4,37.0,0.3
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Russian,1602.0,7.2,1400.0,9.6
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Spanish,3848.0,17.2,2128.0,14.5
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Swedish,9.0,0.0,0.0,0.0
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Tagalog,365.0,1.6,262.0,1.8
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Tamil,26.0,0.1,0.0,0.0
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Telugu,23.0,0.1,23.0,0.2
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Turkish,30.0,0.1,8.0,0.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Ukrainian,140.0,0.6,99.0,0.7
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Urdu,882.0,3.9,541.0,3.7
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Vietnamese,10.0,0.0,10.0,0.1
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Yiddish,96.0,0.4,88.0,0.6
2015-2019,Brooklyn,318,"Canarsie, Flatlands",Yoruba,32.0,0.1,11.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Albanian,774.0,2.2,583.0,2.8
2015-2019,Queens,401,"Astoria, Long Island City",Amharic,12.0,0.0,12.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Arabic,1181.0,3.4,878.0,4.3
2015-2019,Queens,401,"Astoria, Long Island City",Armenian,59.0,0.2,59.0,0.3
2015-2019,Queens,401,"Astoria, Long Island City",Bengali,2710.0,7.8,1465.0,7.2
2015-2019,Queens,401,"Astoria, Long Island City",Bosnian,139.0,0.4,94.0,0.5
2015-2019,Queens,401,"Astoria, Long Island City",Bulgarian,126.0,0.4,99.0,0.5
2015-2019,Queens,401,"Astoria, Long Island City",Burmese,94.0,0.3,68.0,0.3
2015-2019,Queens,401,"Astoria, Long Island City",Cebuano,7.0,0.0,7.0,0.0
2015-2019,Queens,401,"Astoria, Long Island City",Chin languages,10.0,0.0,10.0,0.0
2015-2019,Queens,401,"Astoria, Long Island City","Chinese (incl. Mandarin, Cantonese)",2474.0,7.1,1459.0,7.1
2015-2019,Queens,401,"Astoria, Long Island City",Croatian,496.0,1.4,386.0,1.9
2015-2019,Queens,401,"Astoria, Long Island City",Czech,25.0,0.1,0.0,0.0
2015-2019,Queens,401,"Astoria, Long Island City",Dutch,28.0,0.1,28.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Farsi,33.0,0.1,33.0,0.2
2015-2019,Queens,401,"Astoria, Long Island City",Filipino,98.0,0.3,54.0,0.3
2015-2019,Queens,401,"Astoria, Long Island City",French,124.0,0.4,60.0,0.3
2015-2019,Queens,401,"Astoria, Long Island City",German,28.0,0.1,14.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Greek,3422.0,9.9,2574.0,12.6
2015-2019,Queens,401,"Astoria, Long Island City",Gujarati,14.0,0.0,0.0,0.0
2015-2019,Queens,401,"Astoria, Long Island City",Haitian,42.0,0.1,42.0,0.2
2015-2019,Queens,401,"Astoria, Long Island City",Hebrew,23.0,0.1,23.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Hindi,197.0,0.6,67.0,0.3
2015-2019,Queens,401,"Astoria, Long Island City",Hungarian,119.0,0.3,32.0,0.2
2015-2019,Queens,401,"Astoria, Long Island City",India N.E.C.,17.0,0.0,17.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Indonesian,23.0,0.1,23.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Irish,14.0,0.0,14.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Italian,1434.0,4.1,1070.0,5.2
2015-2019,Queens,401,"Astoria, Long Island City",Jamaican Creole English,22.0,0.1,0.0,0.0
2015-2019,Queens,401,"Astoria, Long Island City",Japanese,632.0,1.8,158.0,0.8
2015-2019,Queens,401,"Astoria, Long Island City",Khmer,13.0,0.0,13.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Korean,854.0,2.5,381.0,1.9
2015-2019,Queens,401,"Astoria, Long Island City",Macedonian,41.0,0.1,41.0,0.2
2015-2019,Queens,401,"Astoria, Long Island City",Min Nan Chinese,24.0,0.1,24.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Nepali,159.0,0.5,22.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Other English-based Creole languages,4.0,0.0,0.0,0.0
2015-2019,Queens,401,"Astoria, Long Island City",Pakistan N.E.C.,59.0,0.2,59.0,0.3
2015-2019,Queens,401,"Astoria, Long Island City",Pashto,18.0,0.1,0.0,0.0
2015-2019,Queens,401,"Astoria, Long Island City",Polish,190.0,0.5,96.0,0.5
2015-2019,Queens,401,"Astoria, Long Island City",Portuguese,1010.0,2.9,428.0,2.1
2015-2019,Queens,401,"Astoria, Long Island City",Punjabi,294.0,0.8,156.0,0.8
2015-2019,Queens,401,"Astoria, Long Island City",Romanian,68.0,0.2,61.0,0.3
2015-2019,Queens,401,"Astoria, Long Island City",Russian,270.0,0.8,133.0,0.7
2015-2019,Queens,401,"Astoria, Long Island City",Serbian,320.0,0.9,244.0,1.2
2015-2019,Queens,401,"Astoria, Long Island City",Serbocroatian,145.0,0.4,90.0,0.4
2015-2019,Queens,401,"Astoria, Long Island City",Slovak,46.0,0.1,30.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Spanish,15096.0,43.5,8464.0,41.4
2015-2019,Queens,401,"Astoria, Long Island City",Tagalog,370.0,1.1,126.0,0.6
2015-2019,Queens,401,"Astoria, Long Island City",Tamil,64.0,0.2,21.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Thai,285.0,0.8,182.0,0.9
2015-2019,Queens,401,"Astoria, Long Island City",Tibetan,219.0,0.6,27.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Turkish,292.0,0.8,175.0,0.9
2015-2019,Queens,401,"Astoria, Long Island City",Ukrainian,13.0,0.0,13.0,0.1
2015-2019,Queens,401,"Astoria, Long Island City",Urdu,154.0,0.4,131.0,0.6
2015-2019,Queens,401,"Astoria, Long Island City",Vietnamese,303.0,0.9,207.0,1.0
2015-2019,Queens,401,"Astoria, Long Island City",Yiddish,52.0,0.1,8.0,0.0
2015-2019,Queens,402,"Sunnyside, Woodside",Arabic,411.0,0.9,97.0,0.6
2015-2019,Queens,402,"Sunnyside, Woodside",Armenian,172.0,0.4,65.0,0.4
2015-2019,Queens,402,"Sunnyside, Woodside",Bengali,4613.0,9.8,1984.0,12.2
2015-2019,Queens,402,"Sunnyside, Woodside",Bosnian,58.0,0.1,58.0,0.4
2015-2019,Queens,402,"Sunnyside, Woodside",Bulgarian,89.0,0.2,53.0,0.3
2015-2019,Queens,402,"Sunnyside, Woodside",Burmese,624.0,1.3,257.0,1.6
2015-2019,Queens,402,"Sunnyside, Woodside",Cebuano,42.0,0.1,14.0,0.1
2015-2019,Queens,402,"Sunnyside, Woodside","Chinese (incl. Mandarin, Cantonese)",7911.0,16.8,2942.0,18.1
2015-2019,Queens,402,"Sunnyside, Woodside",Croatian,186.0,0.4,31.0,0.2
2015-2019,Queens,402,"Sunnyside, Woodside",Czech,9.0,0.0,9.0,0.1
2015-2019,Queens,402,"Sunnyside, Woodside",Dari,67.0,0.1,0.0,0.0
2015-2019,Queens,402,"Sunnyside, Woodside",Dutch,9.0,0.0,0.0,0.0
2015-2019,Queens,402,"Sunnyside, Woodside",Farsi,82.0,0.2,0.0,0.0
2015-2019,Queens,402,"Sunnyside, Woodside",Filipino,384.0,0.8,135.0,0.8
2015-2019,Queens,402,"Sunnyside, Woodside",French,171.0,0.4,107.0,0.7
2015-2019,Queens,402,"Sunnyside, Woodside",Fulah,24.0,0.1,24.0,0.1
2015-2019,Queens,402,"Sunnyside, Woodside",German,214.0,0.5,75.0,0.5
2015-2019,Queens,402,"Sunnyside, Woodside",Greek,425.0,0.9,263.0,1.6
2015-2019,Queens,402,"Sunnyside, Woodside",Gujarati,160.0,0.3,160.0,1.0
2015-2019,Queens,402,"Sunnyside, Woodside",Haitian,15.0,0.0,15.0,0.1
2015-2019,Queens,402,"Sunnyside, Woodside",Hindi,956.0,2.0,119.0,0.7
2015-2019,Queens,402,"Sunnyside, Woodside",Hungarian,64.0,0.1,20.0,0.1
2015-2019,Queens,402,"Sunnyside, Woodside",Ilocano,41.0,0.1,15.0,0.1
2015-2019,Queens,402,"Sunnyside, Woodside",India N.E.C.,27.0,0.1,14.0,0.1
2015-2019,Queens,402,"Sunnyside, Woodside",Indonesian,393.0,0.8,76.0,0.5
2015-2019,Queens,402,"Sunnyside, Woodside",Irish,46.0,0.1,46.0,0.3
2015-2019,Queens,402,"Sunnyside, Woodside",Italian,150.0,0.3,68.0,0.4
2015-2019,Queens,402,"Sunnyside, Woodside",Japanese,1224.0,2.6,60.0,0.4
2015-2019,Queens,402,"Sunnyside, Woodside",Karen languages,93.0,0.2,77.0,0.5
2015-2019,Queens,402,"Sunnyside, Woodside",Khmer,67.0,0.1,50.0,0.3
2015-2019,Queens,402,"Sunnyside, Woodside",Korean,2137.0,4.5,983.0,6.0
2015-2019,Queens,402,"Sunnyside, Woodside",Malay,11.0,0.0,0.0,0.0
2015-2019,Queens,402,"Sunnyside, Woodside",Min Nan Chinese,169.0,0.4,52.0,0.3
2015-2019,Queens,402,"Sunnyside, Woodside",Mongolian,15.0,0.0,15.0,0.1
2015-2019,Queens,402,"Sunnyside, Woodside",Nepali,1460.0,3.1,168.0,1.0
2015-2019,Queens,402,"Sunnyside, Woodside",Other Afro-Asiatic languages,79.0,0.2,0.0,0.0
2015-2019,Queens,402,"Sunnyside, Woodside",Other Philippine languages,13.0,0.0,13.0,0.1
2015-2019,Queens,402,"Sunnyside, Woodside",Other and unspecified languages,38.0,0.1,0.0,0.0
2015-2019,Queens,402,"Sunnyside, Woodside",Other languages of Asia,66.0,0.1,66.0,0.4
2015-2019,Queens,402,"Sunnyside, Woodside",Polish,377.0,0.8,272.0,1.7
2015-2019,Queens,402,"Sunnyside, Woodside",Portuguese,119.0,0.3,19.0,0.1
2015-2019,Queens,402,"Sunnyside, Woodside",Punjabi,208.0,0.4,156.0,1.0
2015-2019,Queens,402,"Sunnyside, Woodside",Romanian,412.0,0.9,263.0,1.6
2015-2019,Queens,402,"Sunnyside, Woodside",Russian,176.0,0.4,125.0,0.8
2015-2019,Queens,402,"Sunnyside, Woodside",Sinhala,22.0,0.0,22.0,0.1
2015-2019,Queens,402,"Sunnyside, Woodside",Spanish,18979.0,40.3,5836.0,35.9
2015-2019,Queens,402,"Sunnyside, Woodside",Swedish,17.0,0.0,0.0,0.0
2015-2019,Queens,402,"Sunnyside, Woodside",Tagalog,1116.0,2.4,540.0,3.3
2015-2019,Queens,402,"Sunnyside, Woodside",Tamil,8.0,0.0,0.0,0.0
2015-2019,Queens,402,"Sunnyside, Woodside",Thai,401.0,0.9,140.0,0.9
2015-2019,Queens,402,"Sunnyside, Woodside",Tibetan,1116.0,2.4,365.0,2.2
2015-2019,Queens,402,"Sunnyside, Woodside",Turkish,774.0,1.6,115.0,0.7
2015-2019,Queens,402,"Sunnyside, Woodside",Urdu,471.0,1.0,219.0,1.3
2015-2019,Queens,402,"Sunnyside, Woodside",Vietnamese,182.0,0.4,65.0,0.4
2015-2019,Queens,403,"Jackson Heights, North Corona",Albanian,76.0,0.1,29.0,0.1
2015-2019,Queens,403,"Jackson Heights, North Corona",Arabic,376.0,0.5,112.0,0.4
2015-2019,Queens,403,"Jackson Heights, North Corona",Armenian,23.0,0.0,23.0,0.1
2015-2019,Queens,403,"Jackson Heights, North Corona",Bengali,4286.0,5.4,1920.0,6.9
2015-2019,Queens,403,"Jackson Heights, North Corona",Bosnian,18.0,0.0,18.0,0.1
2015-2019,Queens,403,"Jackson Heights, North Corona",Burmese,94.0,0.1,41.0,0.1
2015-2019,Queens,403,"Jackson Heights, North Corona","Chinese (incl. Mandarin, Cantonese)",5599.0,7.0,3042.0,11.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Farsi,95.0,0.1,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Filipino,212.0,0.3,137.0,0.5
2015-2019,Queens,403,"Jackson Heights, North Corona",Finnish,61.0,0.1,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",French,136.0,0.2,69.0,0.2
2015-2019,Queens,403,"Jackson Heights, North Corona",German,92.0,0.1,57.0,0.2
2015-2019,Queens,403,"Jackson Heights, North Corona",Greek,232.0,0.3,177.0,0.6
2015-2019,Queens,403,"Jackson Heights, North Corona",Gujarati,21.0,0.0,21.0,0.1
2015-2019,Queens,403,"Jackson Heights, North Corona",Haitian,63.0,0.1,9.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Hebrew,19.0,0.0,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Hindi,826.0,1.0,264.0,1.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Hungarian,66.0,0.1,66.0,0.2
2015-2019,Queens,403,"Jackson Heights, North Corona",India N.E.C.,11.0,0.0,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Indonesian,25.0,0.0,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Italian,172.0,0.2,161.0,0.6
2015-2019,Queens,403,"Jackson Heights, North Corona",Jamaican Creole English,17.0,0.0,17.0,0.1
2015-2019,Queens,403,"Jackson Heights, North Corona",Japanese,199.0,0.2,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Kannada,22.0,0.0,22.0,0.1
2015-2019,Queens,403,"Jackson Heights, North Corona",Karen languages,22.0,0.0,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Kiowa-Tanoan languages (2016 or earlier),20.0,0.0,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Korean,613.0,0.8,439.0,1.6
2015-2019,Queens,403,"Jackson Heights, North Corona",Lao,80.0,0.1,80.0,0.3
2015-2019,Queens,403,"Jackson Heights, North Corona",Marathi,20.0,0.0,20.0,0.1
2015-2019,Queens,403,"Jackson Heights, North Corona",Muskogean languages,49.0,0.1,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Nepali,330.0,0.4,86.0,0.3
2015-2019,Queens,403,"Jackson Heights, North Corona",Other and unspecified languages,21.0,0.0,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Other languages of Asia,29.0,0.0,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Pakistan N.E.C.,12.0,0.0,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Pashto,47.0,0.1,36.0,0.1
2015-2019,Queens,403,"Jackson Heights, North Corona",Polish,383.0,0.5,86.0,0.3
2015-2019,Queens,403,"Jackson Heights, North Corona",Portuguese,314.0,0.4,154.0,0.6
2015-2019,Queens,403,"Jackson Heights, North Corona",Punjabi,542.0,0.7,231.0,0.8
2015-2019,Queens,403,"Jackson Heights, North Corona",Romanian,69.0,0.1,69.0,0.2
2015-2019,Queens,403,"Jackson Heights, North Corona",Russian,451.0,0.6,402.0,1.4
2015-2019,Queens,403,"Jackson Heights, North Corona",Serbian,88.0,0.1,88.0,0.3
2015-2019,Queens,403,"Jackson Heights, North Corona",Serbocroatian,74.0,0.1,74.0,0.3
2015-2019,Queens,403,"Jackson Heights, North Corona",Sinhala,9.0,0.0,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Spanish,61459.0,77.1,18638.0,67.1
2015-2019,Queens,403,"Jackson Heights, North Corona",Tagalog,467.0,0.6,247.0,0.9
2015-2019,Queens,403,"Jackson Heights, North Corona",Thai,279.0,0.4,221.0,0.8
2015-2019,Queens,403,"Jackson Heights, North Corona",Tibetan,726.0,0.9,350.0,1.3
2015-2019,Queens,403,"Jackson Heights, North Corona",Turkish,5.0,0.0,0.0,0.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Ukrainian,63.0,0.1,27.0,0.1
2015-2019,Queens,403,"Jackson Heights, North Corona",Urdu,703.0,0.9,268.0,1.0
2015-2019,Queens,403,"Jackson Heights, North Corona",Vietnamese,53.0,0.1,53.0,0.2
2015-2019,Queens,403,"Jackson Heights, North Corona",Yiddish,17.0,0.0,17.0,0.1
2015-2019,Queens,404,"Elmhurst, South Corona",Arabic,82.0,0.1,82.0,0.3
2015-2019,Queens,404,"Elmhurst, South Corona",Bengali,3252.0,5.0,1892.0,7.2
2015-2019,Queens,404,"Elmhurst, South Corona",Bosnian,33.0,0.1,33.0,0.1
2015-2019,Queens,404,"Elmhurst, South Corona",Burmese,404.0,0.6,301.0,1.1
2015-2019,Queens,404,"Elmhurst, South Corona",Cebuano,81.0,0.1,81.0,0.3
2015-2019,Queens,404,"Elmhurst, South Corona",Chin languages,10.0,0.0,0.0,0.0
2015-2019,Queens,404,"Elmhurst, South Corona","Chinese (incl. Mandarin, Cantonese)",11695.0,17.9,6179.0,23.4
2015-2019,Queens,404,"Elmhurst, South Corona",Dari,16.0,0.0,16.0,0.1
2015-2019,Queens,404,"Elmhurst, South Corona",Dutch,49.0,0.1,18.0,0.1
2015-2019,Queens,404,"Elmhurst, South Corona",Filipino,464.0,0.7,142.0,0.5
2015-2019,Queens,404,"Elmhurst, South Corona",French,182.0,0.3,98.0,0.4
2015-2019,Queens,404,"Elmhurst, South Corona",Greek,141.0,0.2,100.0,0.4
2015-2019,Queens,404,"Elmhurst, South Corona",Gujarati,112.0,0.2,66.0,0.3
2015-2019,Queens,404,"Elmhurst, South Corona",Haitian,33.0,0.1,0.0,0.0
2015-2019,Queens,404,"Elmhurst, South Corona",Hebrew,15.0,0.0,0.0,0.0
2015-2019,Queens,404,"Elmhurst, South Corona",Hindi,702.0,1.1,405.0,1.5
2015-2019,Queens,404,"Elmhurst, South Corona",Hungarian,13.0,0.0,13.0,0.0
2015-2019,Queens,404,"Elmhurst, South Corona",India N.E.C.,138.0,0.2,138.0,0.5
2015-2019,Queens,404,"Elmhurst, South Corona",Indonesian,363.0,0.6,151.0,0.6
2015-2019,Queens,404,"Elmhurst, South Corona",Italian,140.0,0.2,73.0,0.3
2015-2019,Queens,404,"Elmhurst, South Corona",Jamaican Creole English,21.0,0.0,0.0,0.0
2015-2019,Queens,404,"Elmhurst, South Corona",Japanese,324.0,0.5,95.0,0.4
2015-2019,Queens,404,"Elmhurst, South Corona",Karen languages,65.0,0.1,14.0,0.1
2015-2019,Queens,404,"Elmhurst, South Corona",Konkani,23.0,0.0,23.0,0.1
2015-2019,Queens,404,"Elmhurst, South Corona",Korean,798.0,1.2,418.0,1.6
2015-2019,Queens,404,"Elmhurst, South Corona",Malay,11.0,0.0,0.0,0.0
2015-2019,Queens,404,"Elmhurst, South Corona",Min Nan Chinese,87.0,0.1,21.0,0.1
2015-2019,Queens,404,"Elmhurst, South Corona",Nepali,1133.0,1.7,258.0,1.0
2015-2019,Queens,404,"Elmhurst, South Corona",Other Afro-Asiatic languages,17.0,0.0,17.0,0.1
2015-2019,Queens,404,"Elmhurst, South Corona",Other English-based Creole languages,15.0,0.0,0.0,0.0
